id,created_at,text,fsq_id
592a3e30e96d0c7458b3e994,2017-05-28T03:04:16.000Z,Loved the atmosphere here. I got the cheesy omurice with tomato mushroom sauce and it was absolutely amazing.,4b1db335f964a520211424e3
54271441498ef99e1e782631,2014-09-27T19:47:13.000Z,This is one of a kind Japanese style brunch cafe. Perfect for autumn. Try Omu Rice.,4b1db335f964a520211424e3
5262e3c7498e1970c6b78d3e,2013-10-19T19:55:51.000Z,Alina is the way to go!,4db0b65d4df03036e8c0960c
50a6fba0e4b08df1a7de6e2b,2012-11-17T02:51:12.000Z,Ask for Amber! She's an amazing stylist !,4db0b65d4df03036e8c0960c
520ede2a11d224524991a420,2013-08-17T02:21:30.000Z,Devon does an amazing head of hair!,4db0b65d4df03036e8c0960c
534f398111d22c65ce9e8fc3,2014-04-17T02:16:33.000Z,Breanne is amazing!!!,4db0b65d4df03036e8c0960c
55f71ff3498ec2aae66ee1d5,2015-09-14T19:28:51.000Z,"The food was excellent! XLB and vinegar was slightly sweet. Very different but tasty.  The hand pulled noodles were good, and I definitely recommend the beef rolls.",4ab04bfaf964a520ed6620e3
53f0114c498edf4260c55f97,2014-08-17T02:19:56.000Z,Awesome thinly wrapped XLB and amazing honey garlic spareribs. Everything here tastes fantastic even though the dishes can't be very healthy haha,4ab04bfaf964a520ed6620e3
50df642ae4b0b92a2c4c49a8,2012-12-29T21:44:10.000Z,"watch it on diners, drive-ins, and dives, then order the demo'd beef roll, lamb cumin noodles, & fried pork dumplings, plus the spicy ginger beef.",4ab04bfaf964a520ed6620e3
54273d1d498e111f5027e559,2014-09-27T22:41:33.000Z,"It's super busy here so it took them a long time to take my order. But everything turned out to be worth the waiting. Absolutely genuine Northern Chinese food, tastes so good!",4ab04bfaf964a520ed6620e3
520010a9498e43fd43ce5ee6,2013-08-05T20:52:57.000Z,Love this place. My favorite is the Beijing noodles and the beef and green onions. Personally think the beef roll is over rated   the hoisin sauce drowns out all the other flavors.,4ab04bfaf964a520ed6620e3
51ee0e46498e17fe8bd7f1e5,2013-07-23T05:01:58.000Z,"The spicy cilantro salad, spicy cucumber dish and spicy fish with cilantro stew",4ab04bfaf964a520ed6620e3
57242843498e0b7f1d7868b7,2016-04-30T03:36:35.000Z,"Every thing is so good. Try the spicy cucumber, potato roll or Dan Dan noodle.",4ab04bfaf964a520ed6620e3
553f9f59498e889735740283,2015-04-28T14:55:21.000Z,You walk in wondering why everyone's so quiet - then you eat & realize it's bc the food is INSANE. the beef roll is crazy good,4ab04bfaf964a520ed6620e3
519cfb21498e4bc7784d5eca,2013-05-22T17:06:41.000Z,"Beef roll is pretty good! However, service was slow during rush hour, friend waited almost half hour for his bowl of noodles because they ran out and had to make more. Don't forget xpect discounts!",4ab04bfaf964a520ed6620e3
52b7db7711d2649fa46d31c5,2013-12-23T06:43:03.000Z,Amazingly fresh and tasty northern Chinese cuisine. Try the chicken & noodle cold appetizer and grab ANY noodle w broth. Swoon.,4ab04bfaf964a520ed6620e3
573f2804498edf639dd41101,2016-05-20T15:06:44.000Z,The corn tortillas were some of the best I've had so far. You can't go wrong with either the meat or vegetable tacos. Both wonderfully flavorful and creative!,4e223f06d4c0d32590f80ff4
5b802eea6adbf5002c535caa,2018-08-24T16:14:34.000Z,"La Taqueria Taco Shop was featured in You Gotta Eat Here Season 2 Episode 21. Great tacos! You can never go wrong. However, I think they are moving to a new location because the building is changing.",4e223f06d4c0d32590f80ff4
53fa6b00498e04454e405e26,2014-08-24T22:45:20.000Z,These tacos are likely the only real Mexican food in Vancouver. The lineup can be out the door and around the corner but they're worth it. I recommend pairing your tacos with a Guava soda. 👍,4e223f06d4c0d32590f80ff4
5d648d85f4c10c00094a422e,2019-08-27T01:55:17.000Z,"The tacos are amazing, the quesadillas are fantastic, nachos are wonderful, sopes are also delicious! Great cocktail menu, too. Note that alcohol can only be consumed indoors.",4e223f06d4c0d32590f80ff4
56291a8f498e034600687a86,2015-10-22T17:19:11.000Z,"A Texan visiting Vancouver heard about good tacos and said ""We'll see...""  SERIOUSLY good tacos.  Not just good for Vancouver, but they could stand on their own anywhere.",4e223f06d4c0d32590f80ff4
5703656f498ee8964157f451,2016-04-05T07:12:47.000Z,Amazin little spot for fresh made tacos (small size) order about 4 or more to fill you up. Great food though #fresh #handmade #mexicana #Canada,4e223f06d4c0d32590f80ff4
54607ec4498e7cb1d29c36ec,2014-11-10T09:00:52.000Z,"most authentic Mexican tacos I've ever tasted. These are the closest things you'll get to real deal Mexican street tacos, I suggest you try the rajas con crema!!",4e223f06d4c0d32590f80ff4
54efff59498e6a8b962684a0,2015-02-27T05:23:37.000Z,"All their tacos taste amazing, especially the Carnitas and Tinga de Pollo. The staff is very friendly as well.",4e223f06d4c0d32590f80ff4
54f232a4498e6000928bd181,2015-02-28T21:27:00.000Z,Everything is great here. Their Tacos are like heaven in your mouth. Pricey but justified. Always busy. This place must be making a fortune!!,4e223f06d4c0d32590f80ff4
54cd7b0e498e3df0c20fa13b,2015-02-01T01:02:06.000Z,"Best tacos you can hace un Vancouver. You must try Pastor and Barbacoa. To drink, the Horchata is amazing.",4e223f06d4c0d32590f80ff4
5a0e576dee71206eff59c176,2017-11-17T03:28:45.000Z,"Everything is fresh, I can always count on Whole Foods to have any kind of healthy and organic ingredients I might need, whether it iscooking & other lifestyle items.",4aa73d25f964a520704c20e3
4e6f815345dd49e0f1cf1e6f,2011-09-13T16:14:11.000Z,Whole Foods reimburses parking tickets dispensed displaying the green stripe only -- those machines are located next to the entrance.,4aa73d25f964a520704c20e3
512643f9e4b08700be4253b2,2013-02-21T15:57:45.000Z,I'm all about the 2 for $6 prepared foods for a grab and go lunch! Hit the juice bar for some fresh pressed goodness: Cool Ruby with some kale should do the trick!,4aa73d25f964a520704c20e3
4f17aec7e4b037c54fc9c7a6,2012-01-19T05:48:55.000Z,"If you drive & park in the parkade, be sure to buy your ticket from machine next to whole foods doors, or else they won't reimburse your $2. (London Drugs doesn't reimburse either)",4aa73d25f964a520704c20e3
50cd02e3e4b06f07d916020a,2012-12-15T23:08:19.000Z,GMO's sold here.  But the best?  Saying that the pineapples from Costa Rica are pesticide free.  Not.  I live there and the amounts of chemicals used are astounding.,4aa73d25f964a520704c20e3
515244abe4b038b8457ee730,2013-03-27T01:00:27.000Z,"If you're in the mood for soup, walk on over to the seafood bar instead of the salad bar. Their prices and soup quality are better!",4aa73d25f964a520704c20e3
4d6d2594edc26dcb381ac5a4,2011-03-01T16:57:56.000Z,Make sure you use the compost - the extra few seconds it takes to do it right (hopefully I did it right!) is a great step in the right direction :),4aa73d25f964a520704c20e3
5111d4cbe4b076b2789cc98f,2013-02-06T03:58:03.000Z,The lemon cake is life-changing! 3 words: cream cheese frosting. Need I say more?,4aa73d25f964a520704c20e3
4f75f470e4b0efc86739f28e,2012-03-30T17:59:12.000Z,"Great range and informed service. Not the cheapest, but I feel it is worth it. Utter quality!",4aa73d25f964a520704c20e3
500ddd26e4b060e7f24de285,2012-07-23T23:24:22.000Z,Vegan chocolate parfaits are the best things I've ever tasted... Heaven in a cup,4aa73d25f964a520704c20e3
5bac4bb2340a5800394f37ec,2018-09-27T03:17:06.000Z,Fresh fish from today’s morning. Delicious nigiri.,5a62b29f97cf5a4b8ccfc632
5f8f613172c2d71328a0f9dc,2020-10-20T22:14:09.000Z,Sushi donut,5a62b29f97cf5a4b8ccfc632
519da572498e937ddec6a4d9,2013-05-23T05:13:22.000Z,Easy way to freshen up the look of your living room is to change the accent pillows. HomeSense has a huge selection for many new looks!,4d95113ce07ea35d25829f02
5133c9a3e4b0a002805feff9,2013-03-03T22:07:31.000Z,Gourmet kitchen area has some great treats and finds. :),4d95113ce07ea35d25829f02
61bf92b53d6a854ddbe97ef4,2021-12-19T20:14:45.000Z,It has a paid ticketed parking garage,4d95113ce07ea35d25829f02
5a6c3b40c530933f90bf97db,2018-01-27T08:41:36.000Z,The #pb protein is pretty delicious.,5d2843a1c56f480023f8e4cd
5c12861a515d6a002592d547,2018-12-13T16:17:30.000Z,"Super hip spot with amazing veggie and vegan food. Great drinks, nice staff, and an awesome vibe!",5a878c33f8cbd46ab822ef69
5aa5f245b1538e2ede2e1f41,2018-03-12T03:21:41.000Z,I'm not vegan so was surprised how flavorful and nicely prepared the food is.,5a878c33f8cbd46ab822ef69
5c6f5ce9dee770002cab7021,2019-02-22T02:22:33.000Z,I love having such flavorful vegan food!  We had butter chicken and it was an amazing dish tastes like an Indian curry.,5a878c33f8cbd46ab822ef69
5e038aba255d4b0007e9bb5a,2019-12-25T16:13:46.000Z,"It was delicious (I particularly loved my cashew cheesecake) and I will definitely go back, but overall the food was quite simple for the price.",5a878c33f8cbd46ab822ef69
5abe5296b37e2b5ddc069901,2018-03-30T15:07:02.000Z,"Great fries, especially the chilly cheese.",5a878c33f8cbd46ab822ef69
5af211cf598e64002c7fafba,2018-05-08T21:08:31.000Z,Super good. All veggie but feels like bar food,5a878c33f8cbd46ab822ef69
63d80d771529a152f546478f,2023-01-30T18:33:27.000Z,The Peach Pekoe Iced tea is great!,5a878c33f8cbd46ab822ef69
5a9f3a90646e384f77a4b19a,2018-03-07T01:04:16.000Z,Mac&Cheese,5a878c33f8cbd46ab822ef69
5aaa21651987ec454cb9941c,2018-03-15T07:31:49.000Z,Get The Macro bowl,5a878c33f8cbd46ab822ef69
5db3d2407245f10007ac4ce6,2019-10-26T04:57:36.000Z,If you love ice cream then this is the place to come to . You get to see how the ice cream is made and the different toppings. It is best to have it on a stick not a cup and have Creme Brulee.,5751fda3498e4f21436b3b09
577746d5498e124a2d8c87de,2016-07-02T04:45:09.000Z,"Definitely a bit pricey for ice cream but still worth trying, especially the torched creme brûlée liquid nitrogen ice cream.",5751fda3498e4f21436b3b09
593d8b4d898bdc0c615351ec,2017-06-11T18:26:21.000Z,"Double Oreo is my favourite, but if you get s'mores they toast the marshmallow in front of you. Maybe not the best ice cream in the city but a really cool experience.",5751fda3498e4f21436b3b09
632223e3b909c87556538bf5,2022-09-14T18:56:35.000Z,"Loved the creme brulee ice cream sandwhich. Will go back to other ones. Be warned long lineups are common, so show up early or during the week vs weekend.",5751fda3498e4f21436b3b09
5b5dcb825bf1b300247f4672,2018-07-29T14:13:22.000Z,"Liquid nitrogen, so you know the ice cream is fresh. Get the Irish coffee, it's a perfect way to cool down.",5751fda3498e4f21436b3b09
5789d8fe498e0368a399e671,2016-07-16T06:49:34.000Z,The lemon froyo is killer and the creme brûlée is to die for,5751fda3498e4f21436b3b09
5aa59b28b9a5a8617499b4c3,2018-03-11T21:10:00.000Z,"Very good quality ice cream, hand mixed to order. Yes, expensive but still value for money.",5751fda3498e4f21436b3b09
605ba507c1f85e61da73d1c4,2021-03-24T20:45:59.000Z,Delicious fresh made ice cream with liquid nitrogen! SO GOOD!,5751fda3498e4f21436b3b09
5d3b64ffd53fe000084bead9,2019-07-26T20:39:27.000Z,Creme brûlée ice cream to die for! Love this place.,5751fda3498e4f21436b3b09
59ab947b12c8f02693180238,2017-09-03T05:34:51.000Z,Had the Creme Brûlée! It was awesome.,5751fda3498e4f21436b3b09
586a85463ef0f6788e3f3e9f,2017-01-02T16:52:22.000Z,"Four cheese mushroom is great,side dishes like sausage is also highly recommended. Make sure to call or make reservation before come in. Always so busy",4e2901b5b61c41a2f8a38ab3
5bb9c8d99e0d540039328d66,2018-10-07T08:50:33.000Z,Pulled pork poutine and a juicy slab of pork chop with heaps of tasty lard - they’re called the flying pig for a reason!,4e2901b5b61c41a2f8a38ab3
5b37189656c89f002cdc2062,2018-06-30T05:43:50.000Z,Get the bone marrow cheesy bread! The salmon platter was pretty good too. The walnut old fashion was not my fav—a little too thick with the maple syrup. Great vibe.,4e2901b5b61c41a2f8a38ab3
5bda92e3121384002c2aa9e9,2018-11-01T05:45:07.000Z,"Salt and pepper squid was good, but know that it also has jalapeño peppers — which is not mentioned on the menu, so I was a little surprised by how spicy they were. Lips were numb. Good, but spicy.",4e2901b5b61c41a2f8a38ab3
58b0eae2158bbb39c6e8eeae,2017-02-25T02:24:34.000Z,"Get whatever platter special they have. Usually around $35/pp and it's 4-5 courses of food. Best deal. Really high quality. Bone marrow, steak, fish, shrimp/lobster rissotto, etc",4e2901b5b61c41a2f8a38ab3
53df849a498ef38e9840cf1a,2014-08-04T13:03:22.000Z,Amazing pork chop and fries with pulled pork.  A must visit.  Also directly across from several great next stops on you way through Yale Town.,4e2901b5b61c41a2f8a38ab3
54c6b10a498ecae9ac498596,2015-01-26T21:26:34.000Z,In all my years I've never been here and I feel bad. This place is awesome. Awesome food awesome prices and awesome interior. Great for groups and family. HIGHLY recommended!,4e2901b5b61c41a2f8a38ab3
4fee9463e4b078413a806c3b,2012-06-30T05:53:39.000Z,Fun atmosphere + great food makes this place one of the best places to go for  dinner in Yaletown. Get the halibut with gnocchi and add a side of brussel sprouts-- you won't be disappointed.,4e2901b5b61c41a2f8a38ab3
51bbd86f498e895bd0d6fe5e,2013-06-15T02:58:55.000Z,Caprese salad was worse than home & the steak was cut the wrong way across the grain. The cauliflower on the share plate was awesome & the Arctic char was great. Just cant forgive the steak.,4e2901b5b61c41a2f8a38ab3
588ea8852e9fde540df2404e,2017-01-30T02:44:21.000Z,Corned beef hash was very good as is the free banana bread! Great place for brunch and we didn't have a wait around 11am on Saturday.,4e2901b5b61c41a2f8a38ab3
51f5b5af498ef4403254011f,2013-07-29T00:22:07.000Z,This place has amazing service and it has the best selection of hats in Vancouver by far!,4b47cebbf964a520953f26e3
517cad9de4b02668511d4e82,2013-04-28T05:03:25.000Z,The staff is super nice. Bought myself an awesome hat.,4b47cebbf964a520953f26e3
517cadcee4b0b4d248864bab,2013-04-28T05:04:14.000Z,The staff is super nice. Bought an awesome hat.,4b47cebbf964a520953f26e3
50c905bde4b03790c8eebcc4,2012-12-12T22:31:25.000Z,"Great after-sales support, this San Fran import has great product.",4b47cebbf964a520953f26e3
4f11166de4b067f66f418dfc,2012-01-14T05:45:17.000Z,"If you're in the mood for Ishi-Yaki (hot stone cooking right at the table),  but not in the mood for meat, try the Kinoko Meshi. Hot stone bowl rice, mixed mushrooms, and iwanori, mixed tableside.",4b4fdbd2f964a520c91727e3
53f04299498ee7c27a304183,2014-08-17T05:50:17.000Z,Their happy hour is pretty good!  Their host and servers are awesome.  Servers can be catty in Yaletown but the girls here are awesome!  Forget about the Flying Pig across the street!,4b4fdbd2f964a520c91727e3
51e1d9dc498e3b695b1c259c,2013-07-13T22:51:08.000Z,Jumbo Seared Scallops (market price daily) with a to-die-for mushroom & balsamic reduction sauce...... MUST TRY!!,4b4fdbd2f964a520c91727e3
4f552024e4b036244d32d8fc,2012-03-05T20:20:52.000Z,"Try the Hello Kitty Cocktail as well as the Pineapple martini. For food, Chicken Karaage, Negitoro and Ishiyaki stone bowl",4b4fdbd2f964a520c91727e3
4e3b0844091a0fc67ea1feb1,2011-08-04T20:59:48.000Z,"For dinner, make sure to try the mushroom stone bowl (kinoko meshi). Also, if available, the matcha brulee daily special is excellent!",4b4fdbd2f964a520c91727e3
53ecfe8b498e365454bdb0a5,2014-08-14T18:23:07.000Z,"Their Hapa Hour now not only includes cheap food, but also cheap alcohol. Go from 5-6 to try it out.",4b4fdbd2f964a520c91727e3
54e4739811d28266adcc6dff,2015-02-18T11:12:24.000Z,Their lettuce wraps are very tasty. Try the hello kitty drink *hic*,4b4fdbd2f964a520c91727e3
535568b6498eba802fdd637b,2014-04-21T18:51:34.000Z,"Wasn't happy they didn't tell us the 1/2 off hapas didnt include all the hapas so tht kinda ruined the experience but food was great esp gindara, ebi mayo, aburi saba! Tuna carpaccio tasted weird tho",4b4fdbd2f964a520c91727e3
4fe00226e4b06cf400586d82,2012-06-19T04:37:58.000Z,"If you're here alone, ask for the tasting menu- 3 items for $12. It's like tapas for 1.",4b4fdbd2f964a520c91727e3
56f0c9a7498eea533edf83fd,2016-03-22T04:27:19.000Z,Great food. Weird vibe: rap music and sports on the TVs...,4b4fdbd2f964a520c91727e3
51e47f84498e006f015536c4,2013-07-15T23:02:28.000Z,"For that day a vegan wants to go wild :P, not the healthiest but man is it delicious and it's also a really cool place to go to with your non vegan friends as it never fails to amuse",4e97348029c2e08637439e39
51e099f5498ebf0d1a185034,2013-07-13T00:06:13.000Z,Pretty good. Friendly folks. I had the gluten free mushroom burger because their regular patties are the ones that taste like beef and I'm not into that.,4e97348029c2e08637439e39
4f5eb52fe4b06f48bf08346e,2012-03-13T02:47:11.000Z,"Awesome vegan food truck where the idea is to convert neat eaters into vegan lovers! Oily food, but it's worth it. (4 of 4 petals via Fondu)",4e97348029c2e08637439e39
4ec6b772f79041351bcce930,2011-11-18T19:52:18.000Z,"Absolutely fantastic food, you can't even tell it is entirely vegan!",4e97348029c2e08637439e39
4f52c8fce4b050039e0187c6,2012-03-04T01:44:28.000Z,One of the best vegetarian places in the city!,4e97348029c2e08637439e39
5558ea77498e9548f00fdc41,2015-05-17T19:22:31.000Z,Vegan chicken burger!,4e97348029c2e08637439e39
5143eb79e4b092570557d5cf,2013-03-16T03:48:09.000Z,Vegan http://www.happycow.net/north_america/canada/british_columbia/vancouver/,4e97348029c2e08637439e39
55072bc2498e2d8e8fa59ae1,2015-03-16T19:15:14.000Z,Salmon Oshi Sushi and Ebi Oshi Sushi are the best. The Minami Zen box is great value and includes two of the Salmon Oshi Sushi. You can also order half orders of the sushi and rolls.,4fac04c2e4b0685b5b224d9d
54280595498e6736d71211ee,2014-09-28T12:56:53.000Z,"Loved the sushi à la carte, decently priced, fresh and creative. Happy hour on Thursdays from 3-6 consists of $10 for a pint of Asahi beer & a plate of gyozas. Cool and crisp ambiance for trendy crowd",4fac04c2e4b0685b5b224d9d
5403700d11d246414d8dacc9,2014-08-31T18:57:17.000Z,"Tried their 3 course Minami set, starts with a 7 pieces sushi selection, entree of sable fish and beef tenderloin, finished with green tea ice cream and cake.  All for $60, great deal!! All yummy too.",4fac04c2e4b0685b5b224d9d
573f0094498e14b1a7669dfe,2016-05-20T12:18:28.000Z,Sooo good! The sushi are amazing and I just love how tasty the kaisen soba pepperoncino tasted! They carry a more simple menu for afternoons! If you wanna have all options go for dinner!,4fac04c2e4b0685b5b224d9d
59a186818ad62e0d23a6bda7,2017-08-26T14:32:33.000Z,Not a sushi fan ?? Try this restaurant! You will fall in love with sushi.. Staff were amazing! Beside sushi order the prawn! It was incredibly delicious!,4fac04c2e4b0685b5b224d9d
5b89907e6adbf5002cb3b191,2018-08-31T19:01:18.000Z,We learned a lot about sake while enjoying the delicious tasting course. If you're looking to go for drinks afterwards this restaurant is very well located with loads of bars on the same street.,4fac04c2e4b0685b5b224d9d
59572d04396de04ba23ec612,2017-07-01T05:03:00.000Z,"The salmon oshi and mackerel oshi are to die. The salmon oshi is buttery with a jalapeño kick. For those of you that love mackerel, the oshi has a perfect balance between smoky and salty flavors.",4fac04c2e4b0685b5b224d9d
5bccf21b2be425002c5131d1,2018-10-21T21:39:39.000Z,"Amazing sushi selection! Excellent service. It's a fancy dinner restaurant, that's why it's pricier than a regular sushi place. The green tea cake was very good as well.",4fac04c2e4b0685b5b224d9d
59ca92641f744059ed7384c7,2017-09-26T17:46:12.000Z,"Supposedly a high end Japanese restaurant, great service, prices are not cheap, portions r small and they taste decent. Not the best value if you ask me, but it's decent and has great decor/atmosphere",4fac04c2e4b0685b5b224d9d
58784a5a25911e7f08017a91,2017-01-13T03:32:42.000Z,"Doesn't matter what food you order @Minami everything tastes so delicious. We had octopus,  pork trio, aburi sushi..Couldn't get enough of it.",4fac04c2e4b0685b5b224d9d
538521fb498e273e7445972a,2014-05-27T23:38:35.000Z,Seriously one of the most inspirational home stores in Canada. It's one of my fave stops in Vancouver.,4ac7b374f964a52033b920e3
5be091abcb3fd2002c399d64,2018-11-05T18:53:31.000Z,If you like fancy home stuff they def have it here :) great place for gifts.,4ac7b374f964a52033b920e3
5a08de853c858d11ed173bbf,2017-11-12T23:51:33.000Z,The items are so delicate and unique,4ac7b374f964a52033b920e3
4eb45f01dab4fe511130b585,2011-11-04T21:54:09.000Z,"Home decor shopping heaven! Also fabulous gifts for showers, weddings, etc",4ac7b374f964a52033b920e3
544b1eeb498e470ddafb61ec,2014-10-25T03:54:19.000Z,I learned today that they have a website and they ship! One big pb solved.,4ac7b374f964a52033b920e3
50aae370e4b081c3582a68ec,2012-11-20T01:57:04.000Z,Best place to do some Christmas shopping!,4ac7b374f964a52033b920e3
4ea51bc402d529c117b6b20a,2011-10-24T08:03:16.000Z,I love this store. Truly.,4ac7b374f964a52033b920e3
4c6dc2515d089c74fcca02c3,2010-08-19T23:46:25.000Z,#1 place for engagement gift shopping!,4ac7b374f964a52033b920e3
4d79d682b359f04d7dd1cd14,2011-03-11T08:00:02.000Z,Home and vintage decor shopping heaven!,4ac7b374f964a52033b920e3
4c54accb5b839521d70dd231,2010-07-31T23:07:55.000Z,The prettiest place in town! xo,4ac7b374f964a52033b920e3
5bb8639e598e64003960060d,2018-10-06T07:26:22.000Z,"Before u know it, u be poppin oysters like candy (be warned, they’re $3++ per shell). There are at least 6 diff sauces to go with them as well. The vibe’s awesome, energy on a fri night is on point",4aa74bb8f964a520a14c20e3
59ca8dcf0f013c566b3a0536,2017-09-26T17:26:39.000Z,"Cool little place, good for drinks and shareable food. Everything I had was good, can't beat the Canadian service, everybody is nice, decent prizes. Do recommend.",4aa74bb8f964a520a14c20e3
522a82ec11d2b982ab4ca3cf,2013-09-07T01:35:40.000Z,Amazing HH! ! 1.50 oysters and they even have it on Saturdays. Service is great and they have a decent wine and beer selection too. Wish I lived here so I could keep coming back!,4aa74bb8f964a520a14c20e3
5b39b7632f97ec002c1fbbf1,2018-07-02T05:25:55.000Z,"Sit at the bar cause the bartenders and shucksters (made this up) are hilarious and fun. Great variety of oysters, though pricey. The lobster poutine was good too. Like the variety of homemade sauces.",4aa74bb8f964a520a14c20e3
5b0b4dffc0f1630039e462a7,2018-05-28T00:31:59.000Z,The potato crusted halibut was absolutely amazing the seafood pasta was delicious and we shared the oyster Rockefeller which was divine,4aa74bb8f964a520a14c20e3
5d1f96b42c66b20024997ee7,2019-07-05T18:28:04.000Z,"This place is happening. Great food all around, friendly people and a nice vibe. You're in Vancouver so you're going to have seafood. This is the place to do it.",4aa74bb8f964a520a14c20e3
5751a60e498e9fccbca79108,2016-06-03T15:45:18.000Z,The ceasers !! Make sure you order one ! and the oysters are awesome .,4aa74bb8f964a520a14c20e3
5000f3f7e4b077d34f87fdfa,2012-07-14T04:22:15.000Z,"Damnit! Came too full for the happy hour specials. Oyster prices comparable to other oyster places that are high quality. The sauces, particularly the first two and last one (habanero, so go easy) +++",4aa74bb8f964a520a14c20e3
5a89b636bd40095cb54e444c,2018-02-18T17:21:58.000Z,"ALWAYS a blast. Go to Yaletown location over Gastown! Fun music, happy hour, and the servers cute! Go with girlfriends - don’t go with a date!",4aa74bb8f964a520a14c20e3
5284717311d2c8bc9d78c8bb,2013-11-14T06:45:07.000Z,"Always a fun night out. Fun servers, delicious careers and fresh seafood. Definitely get the oysters and the prawn cocktail, yum!",4aa74bb8f964a520a14c20e3
5c64900d916bc1002c833e2f,2019-02-13T21:45:49.000Z,Love this place. It’s been around for a long time. Real authentic straight up Mexican food. They have great lunch special menu!,4aa87be5f964a520785120e3
514d2bb0e4b0314910aafa10,2013-03-23T04:12:32.000Z,Try the carne asada Mexican dish with guac and chips! Don't forget the mandarin soda!,4aa87be5f964a520785120e3
50a409a2e4b0016caf536748,2012-11-14T21:14:10.000Z,"They have a second, smaller, original location a few doors west of the larger dining location. The sign says ""take out"", but thy have a few tables and the service is fast.",4aa87be5f964a520785120e3
57894145498e86a4bd4c6acb,2016-07-15T20:02:13.000Z,The Enchilada with Avocado Lunch Special is a good option. Vegetarians can ask for cheese (veggies?) instead of chicken.,4aa87be5f964a520785120e3
